Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,1.19792E+11,1.71247E+11,4.98283E+11,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.6882E+11,3.98394E+11,4.34167E+11,4.03336E+11
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045514,19507452508,67872692582,76511059936,78555637365,80686854743,68399663322,65480507171,70598026283,79788768969,76331518669
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970,82017743416,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14568E+11,2.78222E+11
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,146297500,196911100,212397800,221117200,241669800,280457700,295065400,286106800,280435700,268354919.4
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000,65128200000,66800800000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730365,3521339699,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,24109509856,24829107011
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523,8855705140,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40384691791,38145288940
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669,51744749133,1.71762E+11,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22045E+11,2.26848E+11
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311593756,83670261708,2.34217E+11,2.61921E+11,2.83903E+11,2.97484E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76796E+11
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749037,1.72219E+11,5.28301E+11,4.98524E+11,5.21016E+11,5.42477E+11,4.77812E+11,4.7263E+11,5.26509E+11,5.87412E+11,5.95858E+11
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713860217,1.18311E+11,2.44797E+11,2.16237E+11,2.2637E+11,2.29596E+11,1.99314E+11,2.06286E+11,2.21358E+11,2.42313E+11,2.38785E+11
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.0098E+11,1.04989E+11
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423,17759890110,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.75838E+11
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545,37253259017,1.83327E+11,1.70636E+11,1.90801E+11,1.99959E+11,1.77729E+11,1.88129E+11,2.11695E+11,2.41457E+11,2.50077E+11
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,5.16814E+11,2.5971E+11,2.04593E+12,2.2083E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.66958E+12,1.69988E+12
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618,2068929592,6884889636,7655138385,7819538349,8246166341,8545441361,8697268916,9253098954,9635951160,10354417725
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.8,269019710.3,737401692.2,760549587.1,770021664,756919917.3,788307330.6,799376439.5,832153612.6,821496064.5,852250191
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1005159388,1813752784,1604779648,1678841812,1673973695,1419394771,1468377272,1528630707,1655300873,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,231488665.2,250680453.1,300553785,346527949.8,316065369.9,345495358.4,375614556.4,412261829.6,418637389
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,1.1763E+11,1.89515E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.88586E+11,7.86522E+11,7.92967E+11
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7237100724,5924239701,17902207622,17824398469,18965572150,19797254643,17774766636,19040312815,20996564752,23236007428,23578084052
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6875845987,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51475016532
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.9,614879764.8,1065826670,1060226126,1328157609,1343007845,1377495054,1426651769,1524486800,1586009000,1703387387
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.8,635874002.2,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,4085114794,4121733705
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336769,96074477958,2.79351E+11,2.95087E+11,3.07576E+11,3.14851E+11,3.08004E+11,3.18652E+11,3.41863E+11,3.73217E+11,3.72063E+11
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12747380650,29169953013,99122802874,94534730681,98848641555,1.0119E+11,88467555244,89655253976,95494424979,1.05702E+11,1.0508E+11
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,18198199153,20289627637,51516366655,46580457470,48401896808,49930685013,43090173395,44736333522,48586603448,54161636035,54174227309
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,208003796.3,429169368.6,1049952233,1190994127,1284698922,1335538893,1307061544,1378551118,1483758907,1593964162,1589913622
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,917044228,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,1.15552E+11,1.36361E+11,4.16419E+11,3.96333E+11,3.66829E+11,3.50905E+11,3.17621E+11,2.96357E+11,3.49554E+11,3.68289E+11,3.51432E+11
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,14907308933,11931472169,18426469017,13962212847,11997800760,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,5.36559E+11,5.96878E+11,1.47877E+12,1.32482E+12,1.35476E+12,1.3694E+12,1.19512E+12,1.23208E+12,1.31254E+12,1.42215E+12,1.39349E+12
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173,16330814180,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428125558,88425889592,84008783756
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217259259.3,421473325.2,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222,1053244444
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.6,932592592.6,1576988407,1605146778,1664816741,1755130815,1808079889,1865375222,1999090407,2065875074,2122450630
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240365262.6,396261370.4,676129629.6,692933333.3,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000,824718518.5
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647541,12257418326,57060450038,52766746152,57730380600,64941713057,74294508240,51772232495,45021077955,33128480499,30513456085
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.7,4422276622,4980000000,5145757576,5240606061,4787367928,3128953537,3216207914,3464656616,3697371950
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,2.61846E+11,2.62835E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.81964E+11,5.05104E+11,5.15655E+11,5.41019E+11,5.55455E+11,5.30884E+11
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,2.58067E+11,2.72055E+11,6.9958E+11,6.68044E+11,6.88504E+11,7.09183E+11,6.79832E+11,6.71309E+11,6.7995E+11,7.05141E+11,7.03082E+11
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624284,19325894913,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066,860521119.3,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,7522947810,8116626794
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743263,13375976354,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,58001200572,63177068175
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063966,1.26392E+11,3.70819E+11,3.97558E+11,4.20333E+11,4.07339E+11,4.01296E+11,4.1343E+11,4.56295E+11,5.06514E+11,5.43549E+11
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,367087900,1054725400,1147779600,1395524600,1447311400,1594410800,1650608600,1599338100,1559894900,2017924900
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515,1488185772,3872459250,3873308389,4321655656,4574986537,4180866177,4486979198,4819949975,5364369026,5490272413
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.6,204849594.9,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338233,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,23808146748,24269714810
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568182,21473188882,45810626509,45044112939,46251061734,47632326088,43173480832,41801210428,39802430355,39770297329,38796687568
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,1.50676E+11,2.74303E+11,8.38786E+11,8.80556E+11,9.57799E+11,9.38934E+11,8.64314E+11,8.69683E+11,8.58989E+11,7.78382E+11,7.61425E+11
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641,2904662605,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74,13742057.05,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398866,6193246837,27752712167,27188666947,28791625559,32472363452,32248116584,29078719934,30756466548,32916147253,35165157017
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81456918679,31261527363,1.6316E+11,1.75781E+11,1.8331E+11,1.33503E+11,91030959455,93355993629,1.1219E+11,1.30902E+11,1.53781E+11
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748,1.04337E+11,3.50666E+11,3.74591E+11,3.90108E+11,4.03137E+11,3.58135E+11,3.57045E+11,3.85606E+11,4.22215E+11,4.21142E+11
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1.09317E+12,1.65782E+12,2.65931E+12,2.70489E+12,2.78602E+12,3.0638E+12,2.92859E+12,2.69428E+12,2.66623E+12,2.86067E+12,2.82911E+12
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5.96314E+12,1.02523E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75272E+13,1.82247E+13,1.8715E+13,1.95194E+13,2.05802E+13,2.14332E+13
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655,22823255803,47962439303,51264390114,57531233351,57236013088,53274304222,52687612262,59530088537,59596885024,56045912953
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607918,13760513969,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,50392607758,57921286440
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,168879207.2,272014693.1,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,914700508.2,934239973.8
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565,1.17141E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740806,31172518403,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.45214E+11,2.61921E+11
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,..
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229,9652436180,32726417212,35401341663,40415235702,43206469767,42450620876,30935978724,26736139802,23486270352,22581081994
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391,3600683040,23459515276,25503060420,28045553105,27150728124,21243339048,20954754378,25868165345,26312140829,23309773923
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300,24311560500,21440758800
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,4.47403E+11,7.35685E+11,2.49403E+12,2.7735E+12,2.85637E+12,2.89439E+12,2.53472E+12,2.46944E+12,2.51612E+12,2.77138E+12,2.81741E+12
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,18011676248,34198261849,69668274256,72051118642,73417589878,74433668499,72828471571,69191343076,71452564226,74967267520,77721714918
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,2.62824E+11,4.28026E+11,1.44911E+12,1.35269E+12,1.42219E+12,1.4649E+12,1.29209E+12,1.32063E+12,1.4635E+12,1.64444E+12,1.66885E+12
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1.81932E+12,3.31069E+12,9.61382E+12,1.00816E+13,1.02598E+13,1.06205E+13,1.03116E+13,1.05504E+13,1.13997E+13,1.1646E+13,1.19899E+13
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4.73602E+12,8.29774E+12,1.96874E+13,2.10721E+13,2.13186E+13,2.20022E+13,2.19116E+13,2.26586E+13,2.42227E+13,2.63513E+13,2.69878E+13
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,6.6288E+11,1.73775E+12,9.62027E+12,1.07276E+13,1.18356E+13,1.27616E+13,1.32946E+13,1.35758E+13,1.4836E+13,1.65941E+13,1.72148E+13
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,6.61517E+11,1.73418E+12,9.60174E+12,1.0707E+13,1.18129E+13,1.27372E+13,1.32691E+13,1.35498E+13,1.48077E+13,1.65625E+13,1.71819E+13
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5.88299E+12,6.4795E+12,1.36232E+13,1.26396E+13,1.31903E+13,1.34906E+13,1.16685E+13,1.19672E+13,1.2671E+13,1.36869E+13,1.33561E+13
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8.85372E+12,1.00322E+13,2.325E+13,2.24125E+13,2.3421E+13,2.37385E+13,2.04503E+13,2.03888E+13,2.16108E+13,2.31457E+13,2.27928E+13
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,8.94075E+11,6.62443E+11,3.66026E+12,3.90407E+12,4.13902E+12,3.84176E+12,2.91664E+12,2.77322E+12,3.11481E+12,3.19214E+12,3.24846E+12
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1.02072E+12,8.9355E+11,4.43443E+12,4.62981E+12,4.90903E+12,4.64184E+12,3.62171E+12,3.48558E+12,3.9085E+12,4.08239E+12,4.15516E+12
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6.50067E+12,7.25989E+12,1.57442E+13,1.46363E+13,1.52934E+13,1.56326E+13,1.35451E+13,1.38868E+13,1.47584E+13,1.5965E+13,1.56264E+13
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,2.59628E+11,4.12071E+11,1.45312E+12,1.67881E+12,1.76371E+12,1.92322E+12,1.72691E+12,1.55071E+12,1.56959E+12,1.69825E+12,1.77846E+12
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,1.3768E+11,1.69208E+11,5.46434E+11,5.80701E+11,6.47872E+11,6.83129E+11,6.76806E+11,6.69729E+11,7.13187E+11,7.59124E+11,7.83062E+11
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,1.89651E+13,2.76508E+13,4.92117E+13,4.92625E+13,4.98869E+13,5.09869E+13,4.81693E+13,4.91812E+13,5.14683E+13,5.46569E+13,5.51406E+13
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3.45805E+12,5.81179E+12,2.3645E+13,2.51408E+13,2.6561E+13,2.74756E+13,2.59501E+13,2.61534E+13,2.88642E+13,3.08077E+13,3.16041E+13
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,3.79691E+12,6.2821E+12,2.53078E+13,2.69315E+13,2.85274E+13,2.95783E+13,2.80398E+13,2.8183E+13,3.09649E+13,3.30323E+13,3.39172E+13
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,1.45135E+11,2.0622E+11,8.04396E+11,8.89579E+11,9.65837E+11,1.0367E+12,9.99758E+11,9.31081E+11,9.22589E+11,9.64268E+11,9.91548E+11
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,1.96272E+11,2.65071E+11,8.53829E+11,8.95131E+11,9.98443E+11,1.06619E+12,1.09534E+12,1.10554E+12,1.1855E+12,1.26882E+12,1.33197E+12
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,3.42196E+11,4.72835E+11,1.66499E+12,1.79408E+12,1.97343E+12,2.11292E+12,2.10231E+12,2.03974E+12,2.10739E+12,2.2311E+12,2.32031E+12
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2.03441E+12,3.40305E+12,1.64588E+13,1.76072E+13,1.89773E+13,1.96985E+13,1.84714E+13,1.85166E+13,2.05474E+13,2.25088E+13,2.29835E+13
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1.17942E+12,2.29222E+12,6.08746E+12,6.15062E+12,6.30189E+12,6.42525E+12,5.52911E+12,5.39848E+12,5.99543E+12,5.82356E+12,5.73377E+12
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,1.08335E+12,2.08552E+12,5.59226E+12,5.62921E+12,5.75537E+12,5.89106E+12,5.00691E+12,4.86573E+12,5.42541E+12,5.22607E+12,5.1496E+12
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.10929E+12,2.17734E+12,5.88556E+12,5.94265E+12,6.08903E+12,6.20788E+12,5.30026E+12,5.16284E+12,5.75525E+12,5.58121E+12,5.48796E+12
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,1.64016E+11,2.19133E+11,7.78767E+11,8.26383E+11,9.01616E+11,9.74055E+11,9.66459E+11,9.50658E+11,1.03342E+12,1.07344E+12,1.11524E+12
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3.65298E+12,5.9629E+12,2.42575E+13,2.59119E+13,2.74451E+13,2.84833E+13,2.70665E+13,2.72004E+13,2.98698E+13,3.1818E+13,3.27091E+13
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,1.09177E+11,1.34081E+11,4.27683E+11,4.49652E+11,4.92864E+11,5.27424E+11,5.33735E+11,4.88937E+11,5.03284E+11,5.18429E+11,5.41512E+11
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,8.71394E+11,1.21987E+12,4.42289E+12,4.66807E+12,4.91804E+12,5.22622E+12,5.18227E+12,5.36098E+12,5.76876E+12,6.00731E+12,6.33493E+12
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,5.50964E+11,9.66794E+11,3.28052E+12,3.57638E+12,3.54873E+12,3.56988E+12,3.14396E+12,3.15552E+12,3.27261E+12,3.56614E+12,3.64961E+12
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,4.51664E+11,1.56692E+12,1.72964E+12,1.61924E+12,1.5994E+12,1.44021E+12,1.45999E+12,1.43655E+12,1.52042E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,4.4731E+11,1.5557E+12,1.71741E+12,1.6056E+12,1.58527E+12,1.42604E+12,1.44432E+12,1.42012E+12,1.50387E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3.5494E+12,5.83222E+12,2.38257E+13,2.54563E+13,2.69494E+13,2.79562E+13,2.65392E+13,2.67079E+13,2.93555E+13,3.1284E+13,3.21533E+13
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6.55867E+12,1.09981E+13,1.73375E+13,1.80321E+13,1.86385E+13,1.93371E+13,1.97875E+13,2.02501E+13,2.11764E+13,2.23036E+13,2.31771E+13
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,1.87726E+13,2.75023E+13,4.8451E+13,4.84244E+13,4.90786E+13,5.01118E+13,4.72865E+13,4.8179E+13,5.03202E+13,5.32016E+13,5.36994E+13
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54720419608,91292277740,3.96955E+11,4.14385E+11,4.32375E+11,4.46839E+11,3.70774E+11,3.66401E+11,3.98893E+11,4.42418E+11,4.32093E+11
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2343530367,3460016615,7737574651,8223336840,8544448804,9271534114,9049548346,9475857773,10212875641,10667782838,10634784073
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,1.83697E+13,2.62835E+13,4.56635E+13,4.56217E+13,4.60823E+13,4.70336E+13,4.45185E+13,4.55005E+13,4.74703E+13,5.02821E+13,5.07699E+13
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,1.97908E+11,2.43904E+11,1.18159E+12,1.30187E+12,1.42811E+12,1.50769E+12,1.34047E+12,1.21812E+12,1.2671E+12,1.33875E+12,1.40379E+12
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,74985438895,1.2894E+11,4.74361E+11,4.94659E+11,5.14337E+11,5.30544E+11,4.52652E+11,4.45069E+11,4.80559E+11,5.28053E+11,5.20457E+11
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,4.072E+11,6.30429E+11,2.27184E+12,2.29733E+12,2.35713E+12,2.58182E+12,2.69726E+12,2.92301E+12,3.34572E+12,3.44547E+12,3.59184E+12
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,4.072E+11,6.30429E+11,2.27184E+12,2.29733E+12,2.35713E+12,2.58182E+12,2.69726E+12,2.92301E+12,3.34572E+12,3.44547E+12,3.59184E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,3.40127E+11,4.00343E+11,1.55395E+12,1.63511E+12,1.74208E+12,1.80874E+12,1.66191E+12,1.54037E+12,1.64178E+12,1.72116E+12,1.76694E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,3.37112E+11,3.95043E+11,1.54136E+12,1.62238E+12,1.72863E+12,1.7946E+12,1.64885E+12,1.5267E+12,1.62699E+12,1.70538E+12,1.75118E+12
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,3.40127E+11,4.00343E+11,1.55395E+12,1.63511E+12,1.74208E+12,1.80874E+12,1.66191E+12,1.54037E+12,1.64178E+12,1.72116E+12,1.76694E+12
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2.6757E+12,4.61256E+12,1.94028E+13,2.07883E+13,2.20314E+13,2.273E+13,2.13522E+13,2.13389E+13,2.35807E+13,2.52733E+13,2.58078E+13
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,2.26267E+13,3.36236E+13,7.34603E+13,7.51618E+13,7.73163E+13,7.94533E+13,7.52177E+13,7.6369E+13,8.1306E+13,8.64394E+13,8.77985E+13
